Date,Open,High,Low,Close,Adj Close,Volume
9/10/2014,190.119995,192.149994,190.100006,191.539993,148.189178,2764000
9/11/2014,191.080002,192.779999,190.119995,191.720001,148.328461,2298500
9/12/2014,191.470001,191.600006,190.570007,191.279999,147.987976,2901000
9/15/2014,191.419998,192.490005,190.580002,191.809998,148.398102,2456400
9/16/2014,191.25,193.570007,190.820007,192.960007,149.287796,2561500
9/17/2014,193.220001,193.639999,192.300003,192.800003,149.164032,3210800
9/18/2014,192.789993,194.130005,192.710007,193.75,149.899017,2963300
9/19/2014,194.539993,195,193.190002,194,150.092438,8852000
9/22/2014,193.720001,194.139999,192.630005,193.110001,149.403885,3318000
9/23/2014,192.75,193.070007,191.520004,191.619995,148.251099,3301800
9/24/2014,191,192.449997,189.880005,192.309998,148.784897,3082600
9/25/2014,192.050003,192.5,188.970001,189.009995,146.231796,4151400
9/26/2014,188.929993,190.330002,188.610001,190.059998,147.044144,2493900
9/29/2014,188.509995,189.960007,188.119995,189.639999,146.719254,2336300
9/30/2014,189.639999,190.850006,189.149994,189.830002,146.866241,2932600
10/1/2014,189.910004,190.399994,186.789993,187.169998,144.808273,3723200
10/2/2014,187.660004,187.779999,186.240005,186.910004,144.607117,2283100
10/3/2014,188.110001,189.369995,187.559998,188.669998,145.968765,3071500
10/6/2014,189.690002,190.889999,188.710007,189.039993,146.255005,2099500
10/7/2014,187.770004,188.119995,185.539993,185.710007,143.678696,2991300
10/8/2014,185.970001,189.600006,185.610001,189.360001,146.502625,2984800
10/9/2014,189.119995,189.5,186.089996,186.419998,144.227982,2625400
10/10/2014,185.860001,187.740005,185.100006,185.929993,143.848892,5090200
10/13/2014,185.490005,186.649994,183.419998,183.520004,141.984344,3596700
10/14/2014,184.889999,185.720001,183.589996,183.800003,142.200974,3924700
10/15/2014,182.460007,183.789993,178.75,181.75,140.614929,6895800
10/16/2014,179.800003,181.479996,178.690002,179.839996,139.137222,5578600
10/17/2014,181.240005,182.839996,180.220001,182.050003,140.847046,4350200
10/20/2014,166.850006,170.330002,166.690002,169.100006,130.827988,23416500
10/21/2014,166.399994,166.679993,161.679993,163.229996,126.286545,20949800
10/22/2014,162.410004,165.410004,161.100006,161.789993,125.17244,11084800
10/23/2014,162.119995,162.830002,161.539993,162.179993,125.474167,7599400
10/24/2014,162.080002,162.440002,161.449997,162.080002,125.396797,6652100
10/27/2014,162,162.910004,161.809998,161.869995,125.234383,4989100
10/28/2014,162,163.600006,161.800003,163.600006,126.572784,7895300
10/29/2014,164.330002,164.619995,162.759995,163.460007,126.464493,4739300
10/30/2014,163.5,164.619995,163.020004,164.350006,127.153069,3896000
10/31/2014,165.479996,165.589996,163.619995,164.399994,127.191734,5818000
11/3/2014,164.25,164.539993,163.380005,164.360001,127.160789,4688200
11/4/2014,164.339996,164.360001,162.240005,162.649994,125.837776,4246900
11/5/2014,163.130005,163.539993,161.559998,161.820007,125.195679,4104700
11/6/2014,161.279999,161.529999,160.050003,161.460007,125.772079,4067600
11/7/2014,161.419998,162.210007,160.850006,162.070007,126.247284,3494800
11/10/2014,161.899994,164.470001,161.610001,163.490005,127.353401,4958200
11/11/2014,163.699997,163.899994,162.600006,163.300003,127.205391,3534400
11/12/2014,162.279999,163,161.759995,161.919998,126.130417,3378200
11/13/2014,162,162.800003,161.800003,162.789993,126.808121,3239700
11/14/2014,162.100006,164.490005,161.690002,164.160004,127.875313,4978400
11/17/2014,164.160004,164.970001,163.720001,164.160004,127.875313,4798900
11/18/2014,164.729996,164.75,161.889999,161.889999,126.107048,5410100
11/19/2014,162.050003,162.100006,160.960007,161.429993,125.748711,3802600
11/20/2014,160.949997,161.5,159.800003,160.639999,125.133331,4183100
11/21/2014,161.830002,161.949997,160.75,160.919998,125.351471,4076900
11/24/2014,161.539993,163.860001,161.059998,162.149994,126.309586,6619000
11/25/2014,162.649994,163.5,161.559998,161.759995,126.005768,4062400
11/26/2014,161.929993,162.100006,161.009995,161.949997,126.153778,3966000
11/28/2014,162.75,163.369995,161.440002,162.169998,126.325157,2405500
12/1/2014,161.639999,163.320007,161.350006,161.539993,125.834389,4168400
12/2/2014,162.470001,162.729996,161.639999,162.669998,126.71463,3465700
12/3/2014,162.470001,164.520004,162,164.520004,128.155762,6429100
12/4/2014,164.009995,164.5,163.009995,164.050003,127.789619,3859400
12/5/2014,163.610001,164.5,162.910004,163.270004,127.181999,3013500
12/8/2014,163.289993,163.289993,161.539993,161.860001,126.083679,2851000
12/9/2014,160.839996,163.020004,160.800003,162.990005,126.963898,3861200
12/10/2014,163.009995,163.330002,160.029999,160.509995,125.032089,4072800
12/11/2014,160.820007,162.929993,160.520004,161.070007,125.468307,3989600
12/12/2014,160.25,160.5,155.330002,155.380005,121.03595,8611700
12/15/2014,155.929993,156.740005,152.839996,153.059998,119.228783,6500300
12/16/2014,152.029999,154.889999,150.5,151.410004,117.943504,6782600
12/17/2014,151.520004,153.309998,151.110001,151.929993,118.348518,5131000
12/18/2014,153.580002,157.679993,153.300003,157.679993,122.827583,7302400
12/19/2014,157.490005,160.410004,157.490005,158.509995,123.474113,8864900
12/22/2014,158.330002,161.910004,158.330002,161.440002,125.756516,4682500
12/23/2014,162.229996,162.899994,161.610001,162.240005,126.37973,4043300
12/24/2014,162.880005,162.990005,161.610001,161.820007,126.052536,1868100
12/26/2014,162.270004,163.089996,162.009995,162.339996,126.457565,1912200
12/29/2014,162,162.339996,159.449997,160.509995,125.032089,3331800
12/30/2014,160.020004,160.820007,159.789993,160.050003,124.673767,2829900
12/31/2014,160.410004,161.5,160.380005,160.440002,124.977554,4011900
1/2/2015,161.309998,163.309998,161,162.059998,126.239502,5525500
1/5/2015,161.270004,161.270004,159.190002,159.509995,124.253128,4880400
1/6/2015,159.669998,159.960007,155.169998,156.070007,121.573479,6146700
1/7/2015,157.199997,157.199997,154.029999,155.050003,120.778923,4701800
1/8/2015,156.240005,159.039993,155.550003,158.419998,123.404022,4236800
1/9/2015,158.419998,160.339996,157.25,159.110001,123.941536,4488300
1/12/2015,159,159.25,155.759995,156.440002,121.861702,4187600
1/13/2015,157.259995,159.970001,155.679993,156.809998,122.149902,4377500
1/14/2015,154.860001,156.490005,153.740005,155.800003,121.363174,4690300
1/15/2015,156.690002,156.970001,154.160004,154.570007,120.405037,4248400
1/16/2015,153.820007,157.630005,153.820007,157.139999,122.406914,5756000
1/20/2015,156.699997,157.330002,154.029999,156.949997,122.258949,8392800
1/21/2015,153.029999,154.5,151.070007,152.089996,118.473175,11897100
1/22/2015,151.940002,155.720001,151.759995,155.389999,121.04377,6120100
1/23/2015,155.029999,157.600006,154.889999,155.869995,121.417656,4834800
1/26/2015,158.259995,159.460007,155.770004,156.360001,121.799377,7888100
1/27/2015,154.940002,155.089996,152.589996,153.669998,119.703934,5659600
1/28/2015,154,154.529999,151.550003,151.550003,118.052521,4495900
1/29/2015,151.380005,155.580002,149.520004,155.479996,121.113861,8320800
1/30/2015,153.910004,155.240005,153.039993,153.309998,119.423523,6563600
2/2/2015,154,154.660004,151.509995,154.660004,120.475128,4712200
2/3/2015,154.75,158.600006,154.75,158.470001,123.442947,5539400
2/4/2015,157.210007,158.710007,156.699997,156.960007,122.266731,3678500
2/5/2015,157.289993,158.589996,157.149994,157.910004,123.006737,5253600
2/6/2015,157.339996,158.080002,156.229996,156.720001,122.93615,3256500
2/9/2015,156,157.5,155.399994,155.75,122.175262,3057700
2/10/2015,156.740005,158.559998,155.080002,158.559998,124.379509,4440600
2/11/2015,157.759995,159.089996,157.169998,158.199997,124.097084,3626700
2/12/2015,158.720001,159.5,158.089996,158.520004,124.348137,3333100
2/13/2015,158.779999,160.800003,158.639999,160.399994,125.822861,3706900
2/17/2015,159.75,161.410004,159.729996,160.960007,126.262184,2894500
2/18/2015,161.860001,162.470001,160.639999,162.190002,127.22702,4358400
2/19/2015,162.050003,164.490005,161.440002,163.889999,128.560532,3504400
2/20/2015,163.639999,164.339996,162.089996,163.649994,128.372269,3353000
2/23/2015,164.229996,164.399994,162.5,162.910004,127.791801,2714400
2/24/2015,162.490005,164.990005,161.509995,164.830002,129.297913,4701600
2/25/2015,164.940002,164.960007,162.580002,162.809998,127.713333,4004600
2/26/2015,163.740005,164.139999,159.770004,160.869995,126.191551,7110800
2/27/2015,160.869995,162.289993,160.160004,161.940002,127.030884,4410000
3/2/2015,161.940002,161.940002,159.809998,160.479996,125.885658,5917900
3/3/2015,160.270004,161.75,160,161.029999,126.31707,3234400
3/4/2015,160.539993,160.559998,158.720001,159.419998,125.054108,3633600
3/5/2015,159.860001,161.5,159.699997,161.179993,126.434708,3791700
3/6/2015,160.190002,161.440002,158.059998,158.5,124.332436,4540200
3/9/2015,158.199997,161.149994,158.199997,160.770004,126.113152,5193900
3/10/2015,159.600006,160.229996,157.809998,157.809998,123.791206,4601000
3/11/2015,158.570007,159.139999,155.940002,156.800003,122.998932,5709900
3/12/2015,156.270004,158.720001,156.270004,157.979996,123.924538,4567300
3/13/2015,157.460007,157.520004,153.399994,154.279999,121.022163,6064100
3/16/2015,155.050003,157.089996,154.800003,157.080002,123.218567,3749600
3/17/2015,156.199997,157.289993,155.369995,156.960007,123.124458,3311700
3/18/2015,156.850006,160.699997,155.800003,159.809998,125.360069,5738800
3/19/2015,159.699997,160.919998,158.809998,159.809998,125.360069,3878600
3/20/2015,160.949997,163,160.350006,162.880005,127.768272,9006400
3/23/2015,162.770004,165.350006,162.729996,164.630005,129.141022,5930100
3/24/2015,164.789993,164.889999,162.899994,163,127.862366,4346100
3/25/2015,163.080002,163.080002,159.199997,159.199997,124.881546,5428900
3/26/2015,159.270004,161.25,158.910004,160.589996,125.971878,4396000
3/27/2015,160.789993,160.899994,159.229996,160.399994,125.822861,3477900
3/30/2015,161.309998,163.600006,161.25,162.669998,127.603531,4138000
3/31/2015,161.080002,162.330002,160.399994,160.5,125.901299,4255400
4/1/2015,160.229996,160.619995,158.389999,159.179993,124.865868,3700800
4/2/2015,159.520004,162.539993,158.889999,160.449997,125.862076,4671600
4/6/2015,159.690002,162.800003,158.699997,162.039993,127.109344,3465700
4/7/2015,161.669998,163.839996,161.619995,162.070007,127.132843,3148000
4/8/2015,161.720001,163.550003,161.009995,161.850006,126.960327,2524300
4/9/2015,161.699997,162.470001,160.720001,162.339996,127.344627,2263500
4/10/2015,162.339996,163.330002,161.25,162.860001,127.752548,2515700
4/13/2015,162.369995,164,162.360001,162.380005,127.376053,3868900
4/14/2015,162.419998,162.740005,160.789993,162.300003,127.313271,2719300
4/15/2015,162.630005,164.960007,162.5,164.130005,128.748825,3498800
4/16/2015,163.309998,163.979996,162.539993,163.130005,127.964371,3136900
4/17/2015,161.75,161.860001,160.029999,160.669998,126.03463,4314400
4/20/2015,162.100006,166.639999,161.899994,166.160004,130.341232,9609200
4/21/2015,166.070007,167.380005,164.050003,164.259995,128.850769,9683600
4/22/2015,164.389999,166,162.889999,165.360001,129.713654,4024800
4/23/2015,165.229996,171.910004,165.139999,170.240005,133.541702,8235600
4/24/2015,170.229996,170.850006,168.740005,169.779999,133.180847,3888400
4/27/2015,170.889999,171.490005,170.300003,170.729996,133.926025,3168600
4/28/2015,170.830002,174.690002,170.020004,173.919998,136.428406,5816700
4/29/2015,173.399994,175.130005,172.800003,174.399994,136.804916,4518400
4/30/2015,173.770004,174.279999,170.300003,171.289993,134.365326,5062900
5/1/2015,173.199997,174,172.419998,173.669998,136.232285,3312100
5/4/2015,174.470001,176.300003,173.699997,173.970001,136.467575,4028000
5/5/2015,173.509995,174.229996,171.960007,173.080002,135.76947,3593600
5/6/2015,172.899994,174.050003,168.860001,170.050003,134.402145,3612600
5/7/2015,169.630005,171.979996,169.039993,170.990005,135.145081,2472000
5/8/2015,172.940002,173.330002,172.240005,172.679993,136.480804,3092600
5/11/2015,172.649994,172.990005,170.860001,171.119995,135.247818,2661000
5/12/2015,170.550003,171.490005,168.839996,170.550003,134.797287,2962400
5/13/2015,171.240005,172.740005,170.75,172.279999,136.164642,2457500
5/14/2015,173.5,174.399994,173.220001,174.050003,137.563599,2439100
5/15/2015,173.910004,174.410004,172.600006,173.259995,136.939209,2916600
5/18/2015,173.440002,173.490005,172.300003,173.059998,136.781113,1970600
5/19/2015,172.970001,173.75,171.929993,173.479996,137.113068,2523000
5/20/2015,173.330002,174.440002,172.460007,173.759995,137.334381,2300300
5/21/2015,173.320007,174.139999,173.039993,173.339996,137.002441,2295600
5/22/2015,173.039993,173.389999,172.190002,172.220001,136.117264,2849700
5/26/2015,172.110001,172.119995,169.130005,170.130005,134.465347,3854200
5/27/2015,171.160004,172.479996,170.490005,172,135.943329,2764400
5/28/2015,171.449997,171.839996,170.660004,171.710007,135.714157,1731400
5/29/2015,171.350006,171.350006,169.649994,169.649994,134.085953,4092000
6/1/2015,170.210007,171.039993,169.029999,170.179993,134.504868,2985500
6/2/2015,169.660004,170.449997,168.429993,169.649994,134.085953,2571400
6/3/2015,170.5,171.559998,169.630005,169.919998,134.299377,2131000
6/4/2015,169.529999,170.600006,167.929993,168.380005,133.082199,3079300
6/5/2015,168.25,168.910004,167.199997,167.399994,132.307617,3100500
6/8/2015,167.169998,167.279999,165.020004,165.339996,130.679459,3758700
6/9/2015,165.339996,166.020004,163.369995,165.679993,130.948196,3395900
6/10/2015,166.490005,169.389999,166.059998,168.919998,133.509018,4680500
6/11/2015,169.259995,170.440002,168.539993,168.779999,133.398331,3464000
6/12/2015,168.229996,168.300003,166.690002,166.990005,131.983582,3065100
6/15/2015,166.990005,166.990005,164.25,166.259995,131.406662,4245700
6/16/2015,166.330002,167.399994,165.910004,166.839996,131.865036,3249800
6/17/2015,167,167.850006,166.100006,167.169998,132.125885,2863000
6/18/2015,167.050003,168.720001,167.050003,168.25,132.979462,3330900
6/19/2015,167.619995,168.419998,166.770004,166.990005,131.983582,7074000
6/22/2015,167.649994,168.339996,167.199997,167.729996,132.56842,2335800
6/23/2015,168.380005,169.970001,167.570007,168.619995,133.271866,3701600
6/24/2015,168.710007,168.839996,166.830002,166.970001,131.967789,3548100
6/25/2015,167.800003,168.130005,166.080002,166.080002,131.264374,2408900
6/26/2015,166.229996,166.809998,165.229996,165.460007,130.774338,8946000
6/29/2015,163.919998,165.350006,162.889999,162.970001,128.806305,3314700
6/30/2015,163.990005,164,162.119995,162.660004,128.561325,3597300
7/1/2015,163.970001,165.610001,163.600006,164.490005,130.007706,3214500
7/2/2015,165.050003,165.320007,164.419998,165.089996,130.481918,2852700
7/6/2015,163.830002,165.229996,163.520004,164.729996,130.197357,3079800
7/7/2015,164.940002,165.350006,162.229996,165,130.410767,3549900
7/8/2015,164,164.940002,162.679993,163.160004,128.956497,2776300
7/9/2015,165.339996,165.509995,163.699997,163.850006,129.501846,4199700
7/10/2015,165.660004,167.399994,165.520004,166.949997,131.951996,4538300
7/13/2015,167.929993,169.889999,167.520004,169.380005,133.872589,4229000
7/14/2015,169.429993,169.539993,168.240005,168.610001,133.263992,3025300
7/15/2015,168.479996,169.270004,168,168.529999,133.200806,1998000
7/16/2015,169.470001,171.089996,169.160004,171,135.152969,3529900
7/17/2015,170.330002,172.520004,170.100006,172.509995,136.346436,4356400
7/20/2015,172.789993,173.779999,172.139999,173.220001,136.907593,7377800
7/21/2015,164.339996,166.350006,162.020004,163.070007,128.885345,13752300
7/22/2015,162.729996,163.070007,159.699997,160.350006,126.735558,7181800
7/23/2015,160.270004,162.75,159.830002,161.729996,127.826271,5034200
7/24/2015,161.289993,161.929993,159.410004,159.75,126.261322,3778200
7/27/2015,159,160.179993,158.600006,159.070007,125.723892,3706200
7/28/2015,159.910004,160.190002,158.5,160.050003,126.498444,2721000
7/29/2015,160,161.5,159.389999,161.089996,127.320435,3378400
7/30/2015,160.5,161.399994,159.75,160.960007,127.217712,1994700
7/31/2015,161.399994,162.059998,160.630005,161.990005,128.031784,3580200
8/3/2015,161.699997,161.850006,157.899994,158.710007,125.439346,4615700
8/4/2015,158.399994,158.820007,156.869995,157.600006,124.562019,5260600
8/5/2015,159.100006,159.539993,157.479996,157.899994,124.799149,3472800
8/6/2015,157.130005,157.539993,156.179993,156.320007,124.576004,3004800
8/7/2015,155.889999,156.25,154.339996,155.119995,123.619713,3794900
8/10/2015,156.770004,157.470001,156.119995,156.75,124.918671,4613400
8/11/2015,155.960007,155.990005,154.860001,155.509995,123.930496,3167100
8/12/2015,154.259995,156.520004,153.949997,156.160004,124.448494,3560300
8/13/2015,156.059998,156.089996,154.320007,155.070007,123.579872,2533400
8/14/2015,155,156.210007,154.580002,155.75,124.121765,3226400
8/17/2015,155.199997,156.690002,154.699997,156.309998,124.568069,2249600
